SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_676	PMC5030620.nxml.gz_391	74008 74015	sncRNAs	SO_biobert_model_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_677	PMC5030620.nxml.gz_401	75800 75807	genetic	SO_biobert_model_local_PMC5030620.nxml.gz
SO_2021_10_26_Instance_680	PMC5187359.nxml.gz_4	1090 1094	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_681	PMC5187359.nxml.gz_6	1667 1671	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_682	PMC5187359.nxml.gz_28	6894 6898	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_683	PMC5187359.nxml.gz_33	8126 8130	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_684	PMC5187359.nxml.gz_101	18464 18471	primers	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_685	PMC5187359.nxml.gz_103	18590 18597	Primers	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_686	PMC5187359.nxml.gz_103	18634 18638	Gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_687	PMC5187359.nxml.gz_104	18745 18750	genes	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_688	PMC5187359.nxml.gz_105	18895 18899	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_689	PMC5187359.nxml.gz_111	19586 19590	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_690	PMC5187359.nxml.gz_185	32212 32216	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_691	PMC5187359.nxml.gz_189	33493 33497	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_692	PMC5187359.nxml.gz_189	33581 33585	Gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_693	PMC5187359.nxml.gz_190	34040 34044	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_694	PMC5187359.nxml.gz_193	34500 34504	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_695	PMC5187359.nxml.gz_194	34720 34724	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_696	PMC5187359.nxml.gz_195	34947 34951	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_697	PMC5187359.nxml.gz_196	35097 35101	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_698	PMC5187359.nxml.gz_197	35259 35263	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_699	PMC5187359.nxml.gz_197	35384 35388	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_700	PMC5187359.nxml.gz_199	35629 35633	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_701	PMC5187359.nxml.gz_199	35702 35706	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_702	PMC5187359.nxml.gz_200	35831 35835	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_703	PMC5187359.nxml.gz_200	35940 35944	Gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_704	PMC5187359.nxml.gz_201	36358 36362	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_705	PMC5187359.nxml.gz_204	36922 36926	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_706	PMC5187359.nxml.gz_205	37133 37137	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_707	PMC5187359.nxml.gz_206	37305 37309	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_708	PMC5187359.nxml.gz_207	37489 37493	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_709	PMC5187359.nxml.gz_208	37666 37670	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_710	PMC5187359.nxml.gz_210	37841 37845	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_711	PMC5187359.nxml.gz_211	37992 37996	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_712	PMC5187359.nxml.gz_212	38101 38105	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_713	PMC5187359.nxml.gz_212	38195 38199	Gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_714	PMC5187359.nxml.gz_212	38292 38297	genes	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_715	PMC5187359.nxml.gz_213	38473 38477	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_716	PMC5187359.nxml.gz_216	38849 38853	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_717	PMC5187359.nxml.gz_217	38989 38993	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_718	PMC5187359.nxml.gz_218	39088 39092	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_719	PMC5187359.nxml.gz_218	39123 39127	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_720	PMC5187359.nxml.gz_219	39236 39240	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_721	PMC5187359.nxml.gz_219	39348 39352	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_722	PMC5187359.nxml.gz_220	39511 39515	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_723	PMC5187359.nxml.gz_220	39569 39573	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_724	PMC5187359.nxml.gz_221	39883 39887	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_725	PMC5187359.nxml.gz_275	50162 50166	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_726	PMC5187359.nxml.gz_276	50524 50528	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_727	PMC5187359.nxml.gz_276	50627 50631	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_728	PMC5187359.nxml.gz_279	51295 51299	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_729	PMC5187359.nxml.gz_281	51932 51936	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_730	PMC5187359.nxml.gz_283	52317 52321	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_731	PMC5187359.nxml.gz_285	52596 52600	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_732	PMC5187359.nxml.gz_287	53134 53138	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_733	PMC5187359.nxml.gz_289	53493 53497	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_734	PMC5187359.nxml.gz_293	54229 54233	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_735	PMC5187359.nxml.gz_301	55993 55997	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_736	PMC5187359.nxml.gz_303	56518 56523	genes	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_737	PMC5187359.nxml.gz_303	56644 56648	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_738	PMC5187359.nxml.gz_304	56885 56889	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_739	PMC5187359.nxml.gz_304	56976 56981	chain	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_740	PMC5187359.nxml.gz_307	57417 57421	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_741	PMC5187359.nxml.gz_308	57677 57681	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_742	PMC5187359.nxml.gz_309	58043 58047	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_743	PMC5187359.nxml.gz_311	58410 58414	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_744	PMC5187359.nxml.gz_317	59970 59974	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_745	PMC5187359.nxml.gz_322	61247 61251	gene	SO_biobert_model_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_747	PMC5226708.nxml.gz_71	16212 16217	genes	SO_biobert_model_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_748	PMC5226708.nxml.gz_80	18403 18408	genes	SO_biobert_model_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_750	PMC5240907.nxml.gz_77	11158 11164	Domain	SO_biobert_model_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_758	PMC5539754.nxml.gz_114	24345 24350	genes	SO_biobert_model_local_PMC5539754.nxml.gz
SO_2021_10_26_Instance_759	PMC5539754.nxml.gz_114	24395 24401	genome	SO_biobert_model_local_PMC5539754.nxml.gz
SO_2021_10_26_Instance_761	PMC5540678.nxml.gz_51	11771 11778	genetic	SO_biobert_model_local_PMC5540678.nxml.gz
SO_2021_10_26_Instance_763	PMC5546866.nxml.gz_0	98 105	Genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_764	PMC5546866.nxml.gz_0	135 141;141 142;142 152;153 166	Single - nucleotide polymorphisms	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_765	PMC5546866.nxml.gz_0	168 172	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_766	PMC5546866.nxml.gz_0	177 182	genes	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_767	PMC5546866.nxml.gz_1	425 429	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_768	PMC5546866.nxml.gz_5	832 836	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_769	PMC5546866.nxml.gz_8	1208 1212	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_770	PMC5546866.nxml.gz_8	1331 1337	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_771	PMC5546866.nxml.gz_11	1802 1809	Genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_772	PMC5546866.nxml.gz_11	2051 2055	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_773	PMC5546866.nxml.gz_12	2233 2237	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_774	PMC5546866.nxml.gz_18	3021 3028	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_775	PMC5546866.nxml.gz_19	3102 3108	genome	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_776	PMC5546866.nxml.gz_19	3173 3179;3179 3180;3180 3190;3191 3204	single - nucleotide polymorphisms	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_777	PMC5546866.nxml.gz_19	3206 3210	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_778	PMC5546866.nxml.gz_19	3226 3231	genes	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_779	PMC5546866.nxml.gz_21	3549 3553	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_780	PMC5546866.nxml.gz_26	4528 4535	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_781	PMC5546866.nxml.gz_27	4738 4742	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_782	PMC5546866.nxml.gz_52	9779 9783	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_783	PMC5546866.nxml.gz_52	9865 9871	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_784	PMC5546866.nxml.gz_53	9908 9912	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_785	PMC5546866.nxml.gz_55	10190 10197	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_786	PMC5546866.nxml.gz_56	10276 10280	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_787	PMC5546866.nxml.gz_62	11041 11045	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_788	PMC5546866.nxml.gz_62	11121 11127	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_789	PMC5546866.nxml.gz_63	11248 11254	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_790	PMC5546866.nxml.gz_65	11537 11541	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_791	PMC5546866.nxml.gz_70	12607 12611	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_792	PMC5546866.nxml.gz_72	12934 12938	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_793	PMC5546866.nxml.gz_72	13016 13023	alleles	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_794	PMC5546866.nxml.gz_73	13174 13181	alleles	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_795	PMC5546866.nxml.gz_79	13634 13641	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_796	PMC5546866.nxml.gz_81	13875 13882	alleles	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_797	PMC5546866.nxml.gz_81	13894 13898	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_798	PMC5546866.nxml.gz_87	15351 15357	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_799	PMC5546866.nxml.gz_88	15658 15664	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_800	PMC5546866.nxml.gz_89	15792 15796	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_801	PMC5546866.nxml.gz_91	15975 15979	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_802	PMC5546866.nxml.gz_91	16033 16045	AlleleCommon	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_803	PMC5546866.nxml.gz_91	16046 16080	AlleleUnivariateAdjustedaCorrected	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_804	PMC5546866.nxml.gz_91	16451 16455	gene	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_805	PMC5546866.nxml.gz_91	16556 16562	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_806	PMC5546866.nxml.gz_94	16959 16965	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_807	PMC5546866.nxml.gz_94	17092 17098	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_808	PMC5546866.nxml.gz_96	17523 17527	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_809	PMC5546866.nxml.gz_97	17682 17688	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_810	PMC5546866.nxml.gz_97	17724 17730	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_811	PMC5546866.nxml.gz_97	17787 17793	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_812	PMC5546866.nxml.gz_97	17827 17833	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_813	PMC5546866.nxml.gz_98	18040 18046	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_814	PMC5546866.nxml.gz_102	18354 18358	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_815	PMC5546866.nxml.gz_102	18488 18500	AlleleCommon	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_816	PMC5546866.nxml.gz_102	18501 18535	AlleleUnivariateAdjustedaCorrected	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_817	PMC5546866.nxml.gz_102	18910 18914	gene	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_818	PMC5546866.nxml.gz_103	19020 19026	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_819	PMC5546866.nxml.gz_106	19491 19495	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_820	PMC5546866.nxml.gz_111	20021 20027	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_821	PMC5546866.nxml.gz_111	20066 20072	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_822	PMC5546866.nxml.gz_111	20119 20126	alleles	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_823	PMC5546866.nxml.gz_112	20211 20215	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_824	PMC5546866.nxml.gz_114	20381 20387	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_825	PMC5546866.nxml.gz_114	20487 20493	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_826	PMC5546866.nxml.gz_118	21063 21070	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_827	PMC5546866.nxml.gz_119	21463 21467	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_828	PMC5546866.nxml.gz_120	21573 21580	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_829	PMC5546866.nxml.gz_123	22011 22015	gene	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_830	PMC5546866.nxml.gz_126	22336 22340	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_831	PMC5546866.nxml.gz_128	22769 22776	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_832	PMC5546866.nxml.gz_129	22873 22877	gene	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_833	PMC5546866.nxml.gz_129	23044 23047	SNP	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_834	PMC5546866.nxml.gz_132	23555 23558	SNP	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_835	PMC5546866.nxml.gz_132	23710 23713	SNP	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_836	PMC5546866.nxml.gz_133	23906 23914;23915 23921	promoter region	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_837	PMC5546866.nxml.gz_133	23936 23940	gene	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_838	PMC5546866.nxml.gz_133	23996 24002	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_839	PMC5546866.nxml.gz_134	24046 24052	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_840	PMC5546866.nxml.gz_134	24205 24211	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_841	PMC5546866.nxml.gz_135	24441 24447	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_842	PMC5546866.nxml.gz_136	24502 24506	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_843	PMC5546866.nxml.gz_137	24700 24706	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_844	PMC5546866.nxml.gz_140	25085 25091	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_845	PMC5546866.nxml.gz_141	25242 25248	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_846	PMC5546866.nxml.gz_141	25325 25331	allele	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_847	PMC5546866.nxml.gz_146	26422 26426	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_848	PMC5546866.nxml.gz_148	26718 26722	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_849	PMC5546866.nxml.gz_149	26837 26841	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_850	PMC5546866.nxml.gz_149	26842 26847	genes	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_851	PMC5546866.nxml.gz_150	27015 27022	genetic	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_852	PMC5546866.nxml.gz_150	27179 27183	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_853	PMC5546866.nxml.gz_151	27282 27286	SNPs	SO_biobert_model_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_857	PMC5732505.nxml.gz_147	24431 24438	genetic	SO_biobert_model_local_PMC5732505.nxml.gz
SO_2021_10_26_Instance_860	PMC6000839.nxml.gz_16	2628 2635	genetic	SO_biobert_model_local_PMC6000839.nxml.gz
SO_2021_10_26_Instance_861	PMC6000839.nxml.gz_134	20263 20270	genetic	SO_biobert_model_local_PMC6000839.nxml.gz
SO_2021_10_26_Instance_864	PMC6022422.nxml.gz_14	2620 2624	gene	SO_biobert_model_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_865	PMC6022422.nxml.gz_78	13307 13315	isoforms	SO_biobert_model_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_866	PMC6022422.nxml.gz_79	13496 13500	gene	SO_biobert_model_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_869	PMC6033232.nxml.gz_4	777 780;781 785	16S rRNA	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_870	PMC6033232.nxml.gz_40	8727 8730	OTU	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_871	PMC6033232.nxml.gz_40	8766 8770	OTUs	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_872	PMC6033232.nxml.gz_40	8831 8835	OTUs	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_873	PMC6033232.nxml.gz_64	13581 13585	OTUs	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_874	PMC6033232.nxml.gz_105	20915 20919	OTUs	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_875	PMC6033232.nxml.gz_135	27038 27041;27042 27046;27047 27051	16S rRNA gene	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_876	PMC6033232.nxml.gz_149	29548 29551;29552 29556;29557 29561	16S rRNA gene	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_877	PMC6033232.nxml.gz_149	29597 29603	region ...	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_878	PMC6033232.nxml.gz_149	29621 29624;29625 29629;29630 29634	16S rRNA gene	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_879	PMC6033232.nxml.gz_150	29775 29778;29779 29783	16S rDNA	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_880	PMC6033232.nxml.gz_150	29829 29836	genomic	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_881	PMC6033232.nxml.gz_150	29862 29869	primers	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_882	PMC6033232.nxml.gz_151	29882 29889;29890 29897	forward primers	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_883	PMC6033232.nxml.gz_151	29999 30005	primer	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_884	PMC6033232.nxml.gz_151	30022 30025	16S	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_885	PMC6033232.nxml.gz_151	30055 30062;30063 30069	reverse primer	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_886	PMC6033232.nxml.gz_155	30621 30625	rRNA	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_887	PMC6033232.nxml.gz_155	30626 30630	gene	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_888	PMC6033232.nxml.gz_156	30674 30681	forward ...	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_889	PMC6033232.nxml.gz_156	30686 30693;30694 30699	reverse reads	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_890	PMC6033232.nxml.gz_156	30744 30750	primer	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_891	PMC6033232.nxml.gz_184	35097 35102	reads	SO_biobert_model_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_893	PMC6039335.nxml.gz_0	0 7	Genetic	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_894	PMC6039335.nxml.gz_1	385 393	Genetics	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_895	PMC6039335.nxml.gz_3	622 629	genetic	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_896	PMC6039335.nxml.gz_23	3628 3635	genetic	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_897	PMC6039335.nxml.gz_47	7688 7695	genetic	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_898	PMC6039335.nxml.gz_58	9519 9524	gener	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_899	PMC6039335.nxml.gz_65	10531 10538	genetic	SO_biobert_model_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_900	PMC6039335.nxml.gz_72	11983 11990	genetic	SO_biobert_model_local_PMC6039335.nxml.gz
