CL_EXT_2021_10_26_Instance_2	PMC1474522.nxml.gz_1	129 138	Müllerian	CL_EXT_biobert_model_local_PMC1474522.nxml.gz
CL_EXT_2021_10_26_Instance_1006	PMC3424155.nxml.gz_59	8960 8965	cells	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1007	PMC3424155.nxml.gz_183	29160 29164	cell	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1008	PMC3424155.nxml.gz_186	29629 29637	podocyte	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1009	PMC3424155.nxml.gz_199	31458 31466	podocyte	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1010	PMC3424155.nxml.gz_199	31623 31627	cell	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1011	PMC3424155.nxml.gz_200	31733 31741	podocyte	CL_EXT_crf_model_full_5cv_local_PMC3424155.nxml.gz
CL_EXT_2021_10_26_Instance_1013	PMC3427250.nxml.gz_20	3436 3440	eggs	CL_EXT_crf_model_full_5cv_local_PMC3427250.nxml.gz
CL_EXT_2021_10_26_Instance_1015	PMC3470091.nxml.gz_19	3232 3242;3243 3252	pancreatic betacells	CL_EXT_crf_model_full_5cv_local_PMC3470091.nxml.gz
CL_EXT_2021_10_26_Instance_1016	PMC3470091.nxml.gz_19	3396 3405	betacells	CL_EXT_crf_model_full_5cv_local_PMC3470091.nxml.gz
CL_EXT_2021_10_26_Instance_1017	PMC3470091.nxml.gz_76	14776 14789	intracellular	CL_EXT_crf_model_full_5cv_local_PMC3470091.nxml.gz
CL_EXT_2021_10_26_Instance_1018	PMC3470091.nxml.gz_76	14847 14858;14859 14864	parathyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3470091.nxml.gz
CL_EXT_2021_10_26_Instance_1019	PMC3470091.nxml.gz_77	14980 14991;14992 14997	parathyroid cells	CL_EXT_crf_model_full_5cv_local_PMC3470091.nxml.gz
CL_EXT_2021_10_26_Instance_1022	PMC3659910.nxml.gz_15	1903 1907	cell	CL_EXT_crf_model_full_5cv_local_PMC3659910.nxml.gz
CL_EXT_2021_10_26_Instance_1023	PMC3659910.nxml.gz_36	4411 4416	cells	CL_EXT_crf_model_full_5cv_local_PMC3659910.nxml.gz
CL_EXT_2021_10_26_Instance_1024	PMC3659910.nxml.gz_54	7106 7116	osteoclast	CL_EXT_crf_model_full_5cv_local_PMC3659910.nxml.gz
CL_EXT_2021_10_26_Instance_1025	PMC3659910.nxml.gz_111	16304 16309	cells	CL_EXT_crf_model_full_5cv_local_PMC3659910.nxml.gz
CL_EXT_2021_10_26_Instance_1028	PMC3710985.nxml.gz_27	4585 4592	bipolar	CL_EXT_crf_model_full_5cv_local_PMC3710985.nxml.gz
CL_EXT_2021_10_26_Instance_1029	PMC3710985.nxml.gz_33	6213 6220	bipolar	CL_EXT_crf_model_full_5cv_local_PMC3710985.nxml.gz
CL_EXT_2021_10_26_Instance_1031	PMC3789799.nxml.gz_57	9017 9030	extracellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1032	PMC3789799.nxml.gz_69	10334 10347	extracellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1033	PMC3789799.nxml.gz_94	13854 13867	extracellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1034	PMC3789799.nxml.gz_95	14027 14037	osteoblast	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1035	PMC3789799.nxml.gz_97	14264 14272	cellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1036	PMC3789799.nxml.gz_102	14616 14629	extracellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1037	PMC3789799.nxml.gz_113	15823 15836	intracellular	CL_EXT_crf_model_full_5cv_local_PMC3789799.nxml.gz
CL_EXT_2021_10_26_Instance_1040	PMC3828574.nxml.gz_135	29514 29520	skills	CL_EXT_crf_model_full_5cv_local_PMC3828574.nxml.gz
CL_EXT_2021_10_26_Instance_1041	PMC3828574.nxml.gz_244	51652 51658	skills	CL_EXT_crf_model_full_5cv_local_PMC3828574.nxml.gz
CL_EXT_2021_10_26_Instance_1043	PMC3914197.nxml.gz_19	2362 2365;2366 2371;2372 2377	red blood cells	CL_EXT_crf_model_full_5cv_local_PMC3914197.nxml.gz
CL_EXT_2021_10_26_Instance_1044	PMC3914197.nxml.gz_20	2497 2502;2503 2508;2509 2513	white blood cell	CL_EXT_crf_model_full_5cv_local_PMC3914197.nxml.gz
CL_EXT_2021_10_26_Instance_1045	PMC3914197.nxml.gz_20	2536 2544	platelet	CL_EXT_crf_model_full_5cv_local_PMC3914197.nxml.gz
CL_EXT_2021_10_26_Instance_1046	PMC3914197.nxml.gz_46	5743 5751	platelet	CL_EXT_crf_model_full_5cv_local_PMC3914197.nxml.gz
CL_EXT_2021_10_26_Instance_1048	PMC3915248.nxml.gz_6	1443 1447	Bell	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1049	PMC3915248.nxml.gz_13	2790 2795	Bells	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1050	PMC3915248.nxml.gz_40	10294 10295;10296 10301	T cells	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1051	PMC3915248.nxml.gz_40	10423 10424;10425 10430	T cells	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1052	PMC3915248.nxml.gz_47	11619 11624	sperm	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1053	PMC3915248.nxml.gz_50	12608 12613	cells	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1054	PMC3915248.nxml.gz_51	12652 12656	cell	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1055	PMC3915248.nxml.gz_53	13127 13134	refills	CL_EXT_crf_model_full_5cv_local_PMC3915248.nxml.gz
CL_EXT_2021_10_26_Instance_1057	PMC3933411.nxml.gz_106	24313 24317	iron	CL_EXT_crf_model_full_5cv_local_PMC3933411.nxml.gz
CL_EXT_2021_10_26_Instance_1059	PMC4037583.nxml.gz_4	847 862;863 867	cytotrophoblast cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1060	PMC4037583.nxml.gz_16	2314 2318	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1061	PMC4037583.nxml.gz_17	2493 2498	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1062	PMC4037583.nxml.gz_28	4358 4363	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1063	PMC4037583.nxml.gz_51	6612 6616	Cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1064	PMC4037583.nxml.gz_51	6640 6644	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1065	PMC4037583.nxml.gz_52	6728 6733	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1066	PMC4037583.nxml.gz_52	6884 6889	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1067	PMC4037583.nxml.gz_53	7117 7121	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1068	PMC4037583.nxml.gz_57	7568 7572	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1069	PMC4037583.nxml.gz_64	8493 8498	Cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1070	PMC4037583.nxml.gz_68	9024 9029	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1071	PMC4037583.nxml.gz_115	15301 15309	Cellular	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1072	PMC4037583.nxml.gz_116	15527 15546;15547 15552	syncytiotrophoblast cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1073	PMC4037583.nxml.gz_116	15634 15649;15650 15655	cytotrophoblast cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1074	PMC4037583.nxml.gz_120	15898 15903	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1075	PMC4037583.nxml.gz_121	16079 16084	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1076	PMC4037583.nxml.gz_122	16169 16174	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1077	PMC4037583.nxml.gz_123	16337 16342	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1078	PMC4037583.nxml.gz_123	16364 16369	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1079	PMC4037583.nxml.gz_124	16405 16410	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1080	PMC4037583.nxml.gz_125	16661 16666	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1081	PMC4037583.nxml.gz_126	16703 16707	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1082	PMC4037583.nxml.gz_127	16920 16924	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1083	PMC4037583.nxml.gz_128	17032 17037	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1084	PMC4037583.nxml.gz_159	21779 21784	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1085	PMC4037583.nxml.gz_178	24598 24602	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1086	PMC4037583.nxml.gz_179	24656 24660	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1087	PMC4037583.nxml.gz_180	24912 24917	cells	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1088	PMC4037583.nxml.gz_181	24979 24986;24987 24991	primary cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1089	PMC4037583.nxml.gz_183	25204 25208	cell	CL_EXT_crf_model_full_5cv_local_PMC4037583.nxml.gz
CL_EXT_2021_10_26_Instance_1092	PMC4231606.nxml.gz_30	3807 3818	ameloblasts	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1093	PMC4231606.nxml.gz_30	3847 3852	cells	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1094	PMC4231606.nxml.gz_79	12025 12029	eggs	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1095	PMC4231606.nxml.gz_104	16723 16727	cell	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1096	PMC4231606.nxml.gz_133	22034 22038	iron	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1097	PMC4231606.nxml.gz_162	25856 25858	ES	CL_EXT_crf_model_full_5cv_local_PMC4231606.nxml.gz
CL_EXT_2021_10_26_Instance_1099	PMC4275682.nxml.gz_137	25887 25898	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC4275682.nxml.gz
CL_EXT_2021_10_26_Instance_1100	PMC4275682.nxml.gz_137	26049 26053	cell	CL_EXT_crf_model_full_5cv_local_PMC4275682.nxml.gz
CL_EXT_2021_10_26_Instance_1103	PMC4311629.nxml.gz_1	302 312	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1104	PMC4311629.nxml.gz_1	335 340	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1105	PMC4311629.nxml.gz_3	488 498	fibroblast	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1106	PMC4311629.nxml.gz_12	1742 1747	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1107	PMC4311629.nxml.gz_29	4533 4543	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1108	PMC4311629.nxml.gz_29	4608 4618	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1109	PMC4311629.nxml.gz_29	4668 4681	intracellular	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1110	PMC4311629.nxml.gz_32	5107 5117	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1111	PMC4311629.nxml.gz_34	5384 5394	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1112	PMC4311629.nxml.gz_34	5417 5422	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1113	PMC4311629.nxml.gz_35	5484 5489	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1114	PMC4311629.nxml.gz_35	5608 5618	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1115	PMC4311629.nxml.gz_36	5642 5652	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1116	PMC4311629.nxml.gz_57	9310 9320	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1117	PMC4311629.nxml.gz_62	10226 10236	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1118	PMC4311629.nxml.gz_63	10448 10458	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1119	PMC4311629.nxml.gz_64	10704 10714	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1120	PMC4311629.nxml.gz_65	10919 10929	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1121	PMC4311629.nxml.gz_66	11199 11209	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1122	PMC4311629.nxml.gz_66	11447 11452	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1123	PMC4311629.nxml.gz_67	11496 11506	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1124	PMC4311629.nxml.gz_67	11589 11594	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1125	PMC4311629.nxml.gz_67	11609 11617;11618 11626	skeletal myocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1126	PMC4311629.nxml.gz_68	11671 11681	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1127	PMC4311629.nxml.gz_68	11750 11755	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1128	PMC4311629.nxml.gz_68	11773 11783	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1129	PMC4311629.nxml.gz_69	11842 11852	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1130	PMC4311629.nxml.gz_69	11941 11951	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1131	PMC4311629.nxml.gz_70	12094 12104	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1132	PMC4311629.nxml.gz_70	12170 12175	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1133	PMC4311629.nxml.gz_71	12350 12360	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1134	PMC4311629.nxml.gz_75	13177 13187	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1135	PMC4311629.nxml.gz_75	13213 13223	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1136	PMC4311629.nxml.gz_76	13254 13259	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1137	PMC4311629.nxml.gz_76	13318 13328	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1138	PMC4311629.nxml.gz_76	13436 13440	cell	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1139	PMC4311629.nxml.gz_76	13516 13526	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1140	PMC4311629.nxml.gz_79	14086 14096	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1141	PMC4311629.nxml.gz_80	14180 14190	fibroblast	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1142	PMC4311629.nxml.gz_82	14440 14450	Fibroblast	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1143	PMC4311629.nxml.gz_82	14487 14497	fibroblast	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1144	PMC4311629.nxml.gz_96	17191 17192;17193 17198	T cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1145	PMC4311629.nxml.gz_99	17645 17655	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1146	PMC4311629.nxml.gz_110	19800 19805	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1147	PMC4311629.nxml.gz_113	20138 20148	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1148	PMC4311629.nxml.gz_115	20473 20483	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1149	PMC4311629.nxml.gz_128	22749 22759	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1150	PMC4311629.nxml.gz_129	22869 22879	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1151	PMC4311629.nxml.gz_135	23900 23911;23912 23916;23917 23922	mesenchymal stem cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1152	PMC4311629.nxml.gz_135	23934 23944	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1153	PMC4311629.nxml.gz_136	24096 24100;24101 24106	stem cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1154	PMC4311629.nxml.gz_136	24152 24161	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1155	PMC4311629.nxml.gz_137	24415 24420	cells	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1156	PMC4311629.nxml.gz_154	27592 27593;27594 27605	T lymphocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1157	PMC4311629.nxml.gz_186	33605 33615	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC4311629.nxml.gz
CL_EXT_2021_10_26_Instance_1159	PMC4327187.nxml.gz_54	9292 9296	cell	CL_EXT_crf_model_full_5cv_local_PMC4327187.nxml.gz
CL_EXT_2021_10_26_Instance_1161	PMC4352710.nxml.gz_9	1164 1177	spermatocytes	CL_EXT_crf_model_full_5cv_local_PMC4352710.nxml.gz
CL_EXT_2021_10_26_Instance_1162	PMC4352710.nxml.gz_10	1215 1220	sperm	CL_EXT_crf_model_full_5cv_local_PMC4352710.nxml.gz
CL_EXT_2021_10_26_Instance_1163	PMC4352710.nxml.gz_21	2995 3007	spermatocyte	CL_EXT_crf_model_full_5cv_local_PMC4352710.nxml.gz
CL_EXT_2021_10_26_Instance_1164	PMC4352710.nxml.gz_22	3140 3145	sperm	CL_EXT_crf_model_full_5cv_local_PMC4352710.nxml.gz
CL_EXT_2021_10_26_Instance_1169	PMC4488777.nxml.gz_11	1688 1693	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1170	PMC4488777.nxml.gz_11	1861 1872	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1171	PMC4488777.nxml.gz_22	3351 3362;3363 3368	endometrial cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1172	PMC4488777.nxml.gz_23	3532 3543	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1173	PMC4488777.nxml.gz_39	6128 6133	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1174	PMC4488777.nxml.gz_40	6542 6553	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1175	PMC4488777.nxml.gz_41	6613 6626	intracellular	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1176	PMC4488777.nxml.gz_42	6806 6811	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1177	PMC4488777.nxml.gz_55	8414 8419	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1178	PMC4488777.nxml.gz_61	9632 9640	cellular	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1179	PMC4488777.nxml.gz_82	12353 12358	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1180	PMC4488777.nxml.gz_96	13862 13867	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1181	PMC4488777.nxml.gz_109	15423 15428	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1182	PMC4488777.nxml.gz_111	15803 15808	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1183	PMC4488777.nxml.gz_113	16122 16135	intracellular	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1184	PMC4488777.nxml.gz_113	16162 16167	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1185	PMC4488777.nxml.gz_113	16221 16232	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1186	PMC4488777.nxml.gz_114	16282 16287	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1187	PMC4488777.nxml.gz_115	16497 16502	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1188	PMC4488777.nxml.gz_121	17312 17317	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1189	PMC4488777.nxml.gz_124	17685 17690	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1190	PMC4488777.nxml.gz_127	18138 18143	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1191	PMC4488777.nxml.gz_142	20110 20115	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1192	PMC4488777.nxml.gz_144	20408 20414	oocyte	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1193	PMC4488777.nxml.gz_150	21152 21158	oocyte	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1194	PMC4488777.nxml.gz_153	21303 21314	lymphocytes	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1195	PMC4488777.nxml.gz_153	21344 21349	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1196	PMC4488777.nxml.gz_156	21913 21917	cell	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1197	PMC4488777.nxml.gz_158	22215 22222;22223 22228	stromal cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
